triplet_id,variant_type,input_hinglish,gemma_translation,reference_en
111,base,wallet ka zip properly band nahi hua,The wallet zip is not properly closed.,Wallet zip lock not closed properly
111,topic_fronting,zip properly band nahi hua wallet ka,Unzip properly closed wallet,Wallet zip lock not closed properly
111,emphasis_shift,band nahi hua wallet ka zip properly,not properly zip wallet band,Wallet zip lock not closed properly
112,base,online sale ka notification miss ho gaya,I missed the notification of online sale,Missed online sale notification
112,topic_fronting,sale ka notification miss ho gaya online,I missed the sale notification online,Missed online sale notification
112,emphasis_shift,miss ho gaya online sale ka notification,Miss the online sale notification.,Missed online sale notification
113,base,payment ka transaction failed dikha raha,Transaction failed for payment,Payment transaction failure is showing
113,topic_fronting,transaction failed dikha raha payment ka,Transaction failed showing payment.,Payment transaction failure is showing
113,emphasis_shift,failed dikha raha payment ka transaction,showing failed payment transaction,Payment transaction failure is showing
114,base,meeting ka room number update hua,Room number of meeting updated,meeting ka room number update hua
114,topic_fronting,room number update hua meeting ka,Room number updated for meeting,meeting ka room number update hua
114,emphasis_shift,update hua meeting ka room number,Room number of updated meeting,meeting ka room number update hua
115,base,client ka feedback positive aa raha,Client feedback is positive,Client feedback is coming positive
115,topic_fronting,feedback positive aa raha client ka,Positive feedback is coming from the client,Client feedback is coming positive
115,emphasis_shift,positive aa raha client ka feedback,Positive client feedback,Client feedback is coming positive
116,base,presentation ka slide order change karo,change the slide order of presentation,presentation ka slide order change karo
116,topic_fronting,slide order change karo presentation ka,change the slide order for presentation,presentation ka slide order change karo
116,emphasis_shift,change karo presentation ka slide order,change the order of the presentation slides,presentation ka slide order change karo
117,base,office ka printer jam ho gaya,The office printer is jammed,office printer jammed
117,topic_fronting,printer jam ho gaya office ka,printer jam in office,office printer jammed
117,emphasis_shift,jam ho gaya office ka printer,printer in office jam,office printer jammed
118,base,lecture ka audio clearly sunai nahi de raha,I can't clearly hear the audio of lecture,Audio of lecture is not heard clearly
118,topic_fronting,audio clearly sunai nahi de raha lecture ka,I can't hear the audio clearly in the lecture.,Audio of lecture is not heard clearly
118,emphasis_shift,sunai nahi de raha lecture ka audio clearly,I'm not hearing the audio clearly of the lecture clearly,Audio of lecture is not heard clearly
119,base,assignment ka format properly follow karo,Follow the proper format of the assignment,assignment ka format properly follow karo
119,topic_fronting,format properly follow karo assignment ka,Format properly follow assignment,assignment ka format properly follow karo
119,emphasis_shift,follow karo assignment ka format properly,follow the format of the assignment properly,assignment ka format properly follow karo
120,base,exam ka seating arrangement change hua,The seating arrangement for the exam has changed.,exam and seating arrangement change result
120,topic_fronting,seating arrangement change hua exam ka,seating arrangement change in exam,exam and seating arrangement change result
120,emphasis_shift,change hua exam ka seating arrangement,change seating arrangement for the exam,exam and seating arrangement change result
121,base,library ka reading room silent hona chahiye,The library should be silent in the reading room.,Library reading rooms should be silent
121,topic_fronting,reading room silent hona chahiye library ka,Reading room should be silent in library,Library reading rooms should be silent
121,emphasis_shift,silent hona chahiye library ka reading room,silent required in library reading room,Library reading rooms should be silent
122,base,notes ka handwriting samajh nahi aa raha,I can't read handwriting notes,Can't understand the handwriting of the notes
122,topic_fronting,handwriting samajh nahi aa raha notes ka,handwriting not reading notes,Can't understand the handwriting of the notes
122,emphasis_shift,samajh nahi aa raha notes ka handwriting,I can't read the handwriting on the notes,Can't understand the handwriting of the notes
123,base,online class ka attendance mark hua,attendance mark for online class,online class ka attendance mark hua
123,topic_fronting,attendance mark hua online class ka,attendance mark of online class,online class ka attendance mark hua
123,emphasis_shift,mark hua online class ka attendance,Mark attendance in online class,online class ka attendance mark hua
124,base,teacher ka feedback useful laga,Teacher's feedback was useful.,"You are a teacher, feedback is useful"
124,topic_fronting,feedback useful laga teacher ka,Feedback was useful to the teacher.,"You are a teacher, feedback is useful"
124,emphasis_shift,useful laga teacher ka feedback,useful was the teacher's feedback,"You are a teacher, feedback is useful"
125,base,exam ka paper lengthy tha,The exam paper was lengthy,examination
125,topic_fronting,paper lengthy tha exam ka,The paper was lengthy in the exam,examination
125,emphasis_shift,lengthy tha exam ka paper,lengthy was the exam paper,examination
126,base,hostel ka wifi slow chal raha,Wifi at the hostel is slow,Hostel wifi is slow
126,topic_fronting,wifi slow chal raha hostel ka,Wifi is slow in the hostel,Hostel wifi is slow
126,emphasis_shift,slow chal raha hostel ka wifi,slow down the hostel wifi,Hostel wifi is slow
127,base,canteen ka menu update hua,The canteen menu has been updated,Canteen menu updated
127,topic_fronting,menu update hua canteen ka,Menu updated at canteen,Canteen menu updated
127,emphasis_shift,update hua canteen ka menu,updated canteen menu,Canteen menu updated
128,base,assignment ka plagiarism check hua,plagiarism check on assignment,assignment ka plagiarism check hua
128,topic_fronting,plagiarism check hua assignment ka,Plagiarism check on assignment,assignment ka plagiarism check hua
128,emphasis_shift,check hua assignment ka plagiarism,check the plagiarism of the assignment,assignment ka plagiarism check hua
129,base,class ka projector kaam nahi kar raha,The projector in class is not working.,class projector not working
129,topic_fronting,projector kaam nahi kar raha class ka,projector is not working in class,class projector not working
129,emphasis_shift,kaam nahi kar raha class ka projector,not working class projector,class projector not working
130,base,syllabus ka revision plan bana lete hain,Create a revision plan for the syllabus,Make a revision plan for the syllabus
130,topic_fronting,revision plan bana lete hain syllabus ka,Let's make a revision plan for the syllabus.,Make a revision plan for the syllabus
130,emphasis_shift,bana lete hain syllabus ka revision plan,revise the syllabus plan,Make a revision plan for the syllabus
131,base,room ka fan noise kar raha,fan noise in the room,The room fan is making noise
131,topic_fronting,fan noise kar raha room ka,fan noise in the room,The room fan is making noise
131,emphasis_shift,noise kar raha room ka fan,fan in room making noise,The room fan is making noise
132,base,bathroom ka geyser warm nahi ho raha,The bathroom geyser is not warm,Bathroom geyser is not getting warm
132,topic_fronting,geyser warm nahi ho raha bathroom ka,The geyser is not warm in the bathroom,Bathroom geyser is not getting warm
132,emphasis_shift,warm nahi ho raha bathroom ka geyser,not warm geyser bathroom,Bathroom geyser is not getting warm
133,base,washing machine ka timer set karo,Set the timer for the washing machine.,you have a washing machine with a timer set
133,topic_fronting,timer set karo washing machine ka,Set timer for washing machine,you have a washing machine with a timer set
133,emphasis_shift,set karo washing machine ka timer,set the timer for the washing machine,you have a washing machine with a timer set
134,base,balcony ka door properly band karo,Close the door properly on the balcony.,ballo
134,topic_fronting,door properly band karo balcony ka,Close the door properly on the balcony.,ballo
134,emphasis_shift,band karo balcony ka door properly,Close the balcony door properly.,ballo
135,base,gas cylinder ka refill book kar do,refill the gas cylinder book,gas cylinder ka refill book kar do
135,topic_fronting,refill book kar do gas cylinder ka,refill book with gas cylinder,gas cylinder ka refill book kar do
135,emphasis_shift,book kar do gas cylinder ka refill,refill the gas cylinder with book,gas cylinder ka refill book kar do
136,base,clock ka alarm disable kar dena,Disable the clock alarm.,Disable clock alarm
136,topic_fronting,alarm disable kar dena clock ka,Disable alarm clock,Disable clock alarm
136,emphasis_shift,disable kar dena clock ka alarm,Disable clock alarm.,Disable clock alarm
137,base,bed ka sheet wash karna reh gaya,The bed needs to be washed.,B.Ed's sheets are left to wash
