triplet_id,variant_type,input_hinglish,llama_translation,reference_en
279,topic_fronting,flow natural nahi lag raha conversation ka,The conversation doesn't seem natural.,The flow of conversation doesn't seem natural.
279,emphasis_shift,natural nahi lag raha conversation ka flow,The conversation is not feeling natural.,The flow of conversation doesn't seem natural.
280,base,group chat ka discussion off topic chala,The discussion in the group chat took an off-topic turn.,group chat ka discussion off topic chala
280,topic_fronting,discussion off topic chala group chat ka,The group chat is going off topic.,group chat ka discussion off topic chala
280,emphasis_shift,off topic chala group chat ka discussion,The group chat discussion went off track.,group chat ka discussion off topic chala
281,base,bus ka frequency peak hours me kam hai,The frequency of buses is low during peak hours.,bus ka frequency peak hours me kam hai
281,topic_fronting,frequency peak hours me kam hai bus ka,Bus frequency is low during peak hours.,bus ka frequency peak hours me kam hai
281,emphasis_shift,peak hours me kam hai bus ka frequency,"During peak hours, the frequency of buses is low.",bus ka frequency peak hours me kam hai
282,base,cab ka waiting time estimate wrong nikla,The estimated waiting time for the cab turned out to be incorrect.,cab ka waiting time estimate wrong nikla
282,topic_fronting,waiting time estimate wrong nikla cab ka,The estimated waiting time is incorrect for the cab.,cab ka waiting time estimate wrong nikla
282,emphasis_shift,wrong nikla cab ka waiting time estimate,The estimated waiting time for the cab was wrong.,cab ka waiting time estimate wrong nikla
283,base,metro ka entry gate rush me band ho gaya,The entry gate of the metro has been closed due to a rush.,Metro entry gate closed due to rush
283,topic_fronting,entry gate rush me band ho gaya metro ka,The entry gate is crowded and I got stuck in the metro.,Metro entry gate closed due to rush
283,emphasis_shift,band ho gaya metro ka entry gate rush me,The metro entry gate got crowded.,Metro entry gate closed due to rush
284,base,driver ka route choice thoda confusing tha,The driver's route choice was a bit confusing.,driver ka route choice thoda confusing tha
284,topic_fronting,route choice thoda confusing tha driver ka,The route choice was a bit confusing for the driver.,driver ka route choice thoda confusing tha
284,emphasis_shift,confusing tha driver ka route choice thoda,The driver's route choice was a bit confusing.,driver ka route choice thoda confusing tha
285,base,signal ka countdown timer kaam nahi kar raha,The signal's countdown timer is not working.,Signal countdown timer not working
285,topic_fronting,countdown timer kaam nahi kar raha signal ka,The countdown timer is not working due to the signal.,Signal countdown timer not working
285,emphasis_shift,kaam nahi kar raha signal ka countdown timer,The signal's countdown timer is not working.,Signal countdown timer not working
286,base,parking ka guidance sign clearly visible nahi,The parking guidance sign is not clearly visible.,parking ka guidance sign clearly visible nahi
286,topic_fronting,guidance sign clearly visible nahi parking ka,The parking guidance sign is not clearly visible.,parking ka guidance sign clearly visible nahi
286,emphasis_shift,clearly visible nahi parking ka guidance sign,The parking guidance sign is not clearly visible.,parking ka guidance sign clearly visible nahi
287,base,road ka surface uneven lag raha,The road's surface is becoming uneven.,road ka surface uneven lag raha
287,topic_fronting,surface uneven lag raha road ka,The road surface is uneven.,road ka surface uneven lag raha
287,emphasis_shift,uneven lag raha road ka surface,The road's surface is uneven.,road ka surface uneven lag raha
288,base,toll booth ka queue unexpectedly long tha,The queue at the toll booth was unexpectedly long.,toll booth ka queue unexpectedly long tha
288,topic_fronting,queue unexpectedly long tha toll booth ka,The queue at the toll booth turned out to be unexpectedly long.,toll booth ka queue unexpectedly long tha
288,emphasis_shift,unexpectedly long tha toll booth ka queue,The toll booth queue was unexpectedly long.,toll booth ka queue unexpectedly long tha
289,base,bus ka interior cleanliness average laga,The bus's interior cleanliness is just average.,bus ka interior cleanliness average laga
289,topic_fronting,interior cleanliness average laga bus ka,The interior cleanliness is average in the bus.,bus ka interior cleanliness average laga
289,emphasis_shift,average laga bus ka interior cleanliness,The interior cleanliness of the bus is average.,bus ka interior cleanliness average laga
290,base,metro ka last mile connectivity weak hai,The last mile connectivity of the metro is weak.,metro ka last mile connectivity weak hai
290,topic_fronting,last mile connectivity weak hai metro ka,Last mile connectivity is weak for the metro.,metro ka last mile connectivity weak hai
290,emphasis_shift,weak hai metro ka last mile connectivity,The last mile connectivity of the metro is weak.,metro ka last mile connectivity weak hai
291,base,journey ka break duration thoda zyada tha,The journey's break duration was a bit longer.,Journey's break darshan was a bit much
291,topic_fronting,break duration thoda zyada tha journey ka,The journey took a bit longer than expected.,Journey's break darshan was a bit much
291,emphasis_shift,zyada tha journey ka break duration thoda,The journey was too long and the break duration was a bit short.,Journey's break darshan was a bit much
292,base,station ka crowd level manageable tha,The crowd level at the station was manageable.,station ka crowd level manageable tha
292,topic_fronting,crowd level manageable tha station ka,The crowd level is manageable at the station.,station ka crowd level manageable tha
292,emphasis_shift,manageable tha station ka crowd level,The crowd level at the station was manageable.,station ka crowd level manageable tha
293,base,ticket ka QR scan properly nahi hua,The ticket's QR code did not scan properly.,The ticket was not scanned properly
293,topic_fronting,QR scan properly nahi hua ticket ka,The QR code did not scan properly for the ticket.,The ticket was not scanned properly
293,emphasis_shift,properly nahi hua ticket ka QR scan,The ticket QR scan did not work properly.,The ticket was not scanned properly
294,base,platform ka display board refresh late hua,The display board on the platform is taking a long time to refresh.,platform ka display board refresh late hua
294,topic_fronting,display board refresh late hua platform ka,The display board is refreshing late on the platform.,platform ka display board refresh late hua
294,emphasis_shift,late hua platform ka display board refresh,The display board on the platform is not updating in time.,platform ka display board refresh late hua
295,base,coach ka seating layout thoda cramped laga,The coach's seating arrangement felt a bit cramped.,coach ka seating layout thoda cramped laga
295,topic_fronting,seating layout thoda cramped laga coach ka,The seating arrangement in the coach feels a bit cramped.,coach ka seating layout thoda cramped laga
295,emphasis_shift,cramped laga coach ka seating layout thoda,The coach's seating arrangement is a bit cramped.,coach ka seating layout thoda cramped laga
296,base,journey ka overall pace smooth raha,The overall pace of the journey remained smooth.,journey ka overall pace smooth raha
296,topic_fronting,overall pace smooth raha journey ka,The overall pace of the journey was smooth.,journey ka overall pace smooth raha
296,emphasis_shift,smooth raha journey ka overall pace,The overall pace of the journey remained smooth.,journey ka overall pace smooth raha
297,base,travel ka buffer time useful prove hua,Having some extra time for travel proved to be useful.,travel ka buffer time useful prove hua
297,topic_fronting,buffer time useful prove hua travel ka,Having a buffer time proved to be useful for travel.,travel ka buffer time useful prove hua
297,emphasis_shift,useful prove hua travel ka buffer time,It turned out to be a useful buffer time for travel.,travel ka buffer time useful prove hua
298,base,route ka scenic part kaafi acha laga,The scenic part of the route was quite enjoyable.,Enjoyed the scenic part of the route
298,topic_fronting,scenic part kaafi acha laga route ka,The scenic part was quite nice on the route.,Enjoyed the scenic part of the route
298,emphasis_shift,acha laga route ka scenic part kaafi,The scenic part of the route was quite impressive.,Enjoyed the scenic part of the route
299,base,journey ke end me fatigue thoda kam tha,The fatigue was a bit less at the end of the journey.,There was less fatigue at the end of the journey
299,topic_fronting,fatigue thoda kam tha journey ke end me,Fatigue was a bit less at the end of the journey.,There was less fatigue at the end of the journey
299,emphasis_shift,thoda kam tha journey ke end me fatigue,I was a bit short of energy by the end of the journey.,There was less fatigue at the end of the journey
300,base,overall travel experience satisfying raha,The overall travel experience was satisfying.,overall travel experience satisfying raha
300,topic_fronting,travel experience satisfying raha overall,The overall travel experience was satisfying.,overall travel experience satisfying raha
300,emphasis_shift,satisfying raha overall travel experience,The overall travel experience was satisfying.,overall travel experience satisfying raha
301,base,train ka coach number clearly visible nahi,The coach number of the train is not clearly visible.,train ka coach number clearly visible nahi
301,topic_fronting,coach number clearly visible nahi train ka,The coach number is not clearly visible on the train.,train ka coach number clearly visible nahi
301,emphasis_shift,clearly visible nahi train ka coach number,The coach number of the train is not clearly visible.,train ka coach number clearly visible nahi
302,base,bus ka route diversion aaj laga hai,The bus route has been diverted today.,Bus route diversion is in place today
302,topic_fronting,route diversion aaj laga hai bus ka,There's a route diversion for the bus today.,Bus route diversion is in place today
302,emphasis_shift,aaj laga hai bus ka route diversion,The bus route has been diverted today.,Bus route diversion is in place today
303,base,cab ka drop point thoda confusing tha,The cab's drop-off point was a bit confusing.,Cab drop point was a bit confusing
303,topic_fronting,drop point thoda confusing tha cab ka,The drop point is a bit confusing for the cab.,Cab drop point was a bit confusing
303,emphasis_shift,confusing tha cab ka drop point thoda,The cab drop point was a bit confusing.,Cab drop point was a bit confusing
304,base,journey ka luggage allowance sufficient tha,The luggage allowance for the journey was sufficient.,journey ka luggage allowance sufficient tha
304,topic_fronting,luggage allowance sufficient tha journey ka,The luggage allowance is sufficient for the journey.,journey ka luggage allowance sufficient tha
304,emphasis_shift,sufficient tha journey ka luggage allowance,The luggage allowance for the journey is sufficient.,journey ka luggage allowance sufficient tha
305,base,station ka restroom maintenance poor laga,The condition of the restroom at the station is very poor.,station ka restroom maintenance poor laga
305,topic_fronting,restroom maintenance poor laga station ka,The maintenance of the restroom at Laga Station is poor.,station ka restroom maintenance poor laga
305,emphasis_shift,poor laga station ka restroom maintenance,The restroom at Laga Station is poorly maintained.,station ka restroom maintenance poor laga
306,base,restaurant ka seating arrangement cramped hai,The seating arrangement in the restaurant is cramped.,restaurant ka seating arrangement cramped hai
306,topic_fronting,seating arrangement cramped hai restaurant ka,The seating arrangement is cramped in the restaurant.,restaurant ka seating arrangement cramped hai
306,emphasis_shift,cramped hai restaurant ka seating arrangement,The restaurant's seating arrangement is very cramped.,restaurant ka seating arrangement cramped hai
307,base,menu ka veg section limited laga,The veg section in the menu seems limited.,Menu Ka Veg Section Ltd Langa
307,topic_fronting,veg section limited laga menu ka,The vegetarian section has limited options on the menu.,Menu Ka Veg Section Ltd Langa
307,emphasis_shift,limited laga menu ka veg section,The menu has limited options in the vegetarian section.,Menu Ka Veg Section Ltd Langa
308,base,order ka delivery slot reschedule ho gaya,The delivery slot for my order has been rescheduled.,order ka delivery slot reschedule ho gaya
308,topic_fronting,delivery slot reschedule ho gaya order ka,The delivery slot for your order has been rescheduled.,order ka delivery slot reschedule ho gaya
308,emphasis_shift,reschedule ho gaya order ka delivery slot,The delivery slot for the order has been rescheduled.,order ka delivery slot reschedule ho gaya
309,base,dish ka presentation thoda plain tha,The dish's presentation was a bit plain.,The presentation of the dish was a bit plain
309,topic_fronting,presentation thoda plain tha dish ka,The presentation of the dish was a bit plain.,The presentation of the dish was a bit plain
309,emphasis_shift,plain tha dish ka presentation thoda,The dish's presentation was a bit plain.,The presentation of the dish was a bit plain
310,base,bill ka split option available nahi,The bill splitting option is not available.,Bill split option not available
310,topic_fronting,split option available nahi bill ka,The bill can be split.,Bill split option not available
310,emphasis_shift,available nahi bill ka split option,The bill splitting option is not available.,Bill split option not available
311,base,shopping ka crowd weekend pe zyada hota,The shopping crowd is more on weekends.,Shopping crowd is more on weekends
311,topic_fronting,crowd weekend pe zyada hota shopping ka,The crowd is more on weekends for shopping.,Shopping crowd is more on weekends
311,emphasis_shift,zyada hota shopping ka crowd weekend pe,The crowd is too much for shopping on weekends.,Shopping crowd is more on weekends
312,base,store ka return counter busy lag raha,The return counter at the store is very busy.,stand counter busy.
312,topic_fronting,return counter busy lag raha store ka,The store's return counter is very busy.,stand counter busy.
312,emphasis_shift,busy lag raha store ka return counter,The return counter at the store is very busy.,stand counter busy.
313,base,product ka color online photo se different tha,The product's color was different from the one shown in the online photo.,product ka color online photo se different tha
313,topic_fronting,color online photo se different tha product ka,The color of the product looks different from the online photo.,product ka color online photo se different tha
313,emphasis_shift,different tha product ka color online photo se,The product's color in the actual item is different from the color shown in the online photo.,product ka color online photo se different tha
314,base,checkout ka process thoda slow laga,The checkout process seems a bit slow.,checkout ka process thoda slow laga
314,topic_fronting,process thoda slow laga checkout ka,The checkout process is taking a bit longer than expected.,checkout ka process thoda slow laga
314,emphasis_shift,slow laga checkout ka process thoda,The checkout process is a bit slow.,checkout ka process thoda slow laga
315,base,discount ka calculation automatically update nahi hua,The discount calculation was not updated automatically.,discount ka calculation automatically update nahi hua
315,topic_fronting,calculation automatically update nahi hua discount ka,The calculation did not automatically update with the discount.,discount ka calculation automatically update nahi hua
315,emphasis_shift,automatically update nahi hua discount ka calculation,The discount calculation did not get updated automatically.,discount ka calculation automatically update nahi hua
316,base,office ka entry process smooth raha,The office entry process went smoothly.,office ka entry process smooth raha
316,topic_fronting,entry process smooth raha office ka,The office entry process went smoothly.,office ka entry process smooth raha
316,emphasis_shift,smooth raha office ka entry process,The office entry process was smooth.,office ka entry process smooth raha
317,base,meeting ka discussion points clear the,Clarify the discussion points for the meeting.,meeting ka discussion points clear the
317,topic_fronting,discussion points clear the meeting ka,The discussion points cleared the meeting.,meeting ka discussion points clear the
317,emphasis_shift,clear the meeting ka discussion points,Clear the discussion points from the meeting.,meeting ka discussion points clear the
318,base,task ka estimation thoda optimistic lag raha,The task's estimation seems a bit too optimistic.,task ka estimation thoda optimistic lag raha
318,topic_fronting,estimation thoda optimistic lag raha task ka,The estimation seems a bit too optimistic for the task.,task ka estimation thoda optimistic lag raha
318,emphasis_shift,optimistic lag raha task ka estimation thoda,The task's estimation is a bit optimistic.,task ka estimation thoda optimistic lag raha
319,base,email ka response window short rakha,Keep the email response window short.,Email response window kept short
319,topic_fronting,response window short rakha email ka,The response window for the email has been kept short.,Email response window kept short
319,emphasis_shift,short rakha email ka response window,Short response window for the email.,Email response window kept short
320,base,deadline ka reminder timely trigger hua,The deadline reminder was triggered on time.,deadline ka reminder timely trigger hua
320,topic_fronting,reminder timely trigger hua deadline ka,A timely reminder triggered the deadline.,deadline ka reminder timely trigger hua
320,emphasis_shift,timely trigger hua deadline ka reminder,A timely trigger was sent as a reminder for the deadline.,deadline ka reminder timely trigger hua
321,base,lecture ka timing notice board pe update hua,The lecture timing has been updated on the notice board.,lecture ka timing notice board pe update hua
321,topic_fronting,timing notice board pe update hua lecture ka,The lecture timings have been updated on the notice board.,lecture ka timing notice board pe update hua
321,emphasis_shift,update hua lecture ka timing notice board pe,The lecture timing has been updated on the notice board.,lecture ka timing notice board pe update hua
322,base,class ka projector properly focus nahi hua,The classroom projector is not properly focused.,Class projector not focused properly
322,topic_fronting,projector properly focus nahi hua class ka,The projector is not properly focused in the class.,Class projector not focused properly
322,emphasis_shift,focus nahi hua class ka projector properly,The projector in the class did not focus properly.,Class projector not focused properly
323,base,exam ka paper difficulty moderate laga,The difficulty level of the exam paper seems moderate.,exam ka paper difficulty moderate laga
323,topic_fronting,paper difficulty moderate laga exam ka,The difficulty level of the exam is moderate.,exam ka paper difficulty moderate laga
323,emphasis_shift,moderate laga exam ka paper difficulty,The difficulty level of the exam paper was moderate.,exam ka paper difficulty moderate laga
324,base,assignment ka plagiarism check pending hai,The plagiarism check for the assignment is pending.,assignment ka plagiarism check pending hai
324,topic_fronting,plagiarism check pending hai assignment ka,The plagiarism check is pending for the assignment.,assignment ka plagiarism check pending hai
324,emphasis_shift,pending hai assignment ka plagiarism check,The plagiarism check for the assignment is pending.,assignment ka plagiarism check pending hai
325,base,tutorial ka pace thoda fast lag raha,The pace of the tutorial seems a bit too fast.,The pace of the tutorial seems a little fast.
325,topic_fronting,pace thoda fast lag raha tutorial ka,The tutorial is going a bit too fast.,The pace of the tutorial seems a little fast.
325,emphasis_shift,fast lag raha tutorial ka pace thoda,The pace of the tutorial was a bit slow.,The pace of the tutorial seems a little fast.
326,base,notes ka handwriting clearly readable nahi,The handwriting on the notes is not clearly readable.,notes ka handwriting clearly readable nahi
326,topic_fronting,handwriting clearly readable nahi notes ka,Handwriting is not clearly readable in the notes.,notes ka handwriting clearly readable nahi
326,emphasis_shift,clearly readable nahi notes ka handwriting,The handwriting on the notes is not very readable.,notes ka handwriting clearly readable nahi
327,base,lab ka equipment calibration due hai,The laboratory equipment is due for calibration.,lab ka equipment calibration due hai
327,topic_fronting,equipment calibration due hai lab ka,The equipment calibration is due in the lab.,lab ka equipment calibration due hai
327,emphasis_shift,calibration due hai lab ka equipment,The laboratory equipment is due for calibration.,lab ka equipment calibration due hai
328,base,class ka seating layout cramped laga,The classroom seating arrangement is quite cramped.,class ka seating layout cramped laga
328,topic_fronting,seating layout cramped laga class ka,The seating layout in economy class was quite cramped.,class ka seating layout cramped laga
328,emphasis_shift,cramped laga class ka seating layout,The seating layout in the economy class is very cramped.,class ka seating layout cramped laga
329,base,exam ka result portal slow chal raha,The exam result portal is loading slowly.,Exam result portal running slow
329,topic_fronting,result portal slow chal raha exam ka,The exam result portal is running slow.,Exam result portal running slow
329,emphasis_shift,slow chal raha exam ka result portal,The result of the exam is being released slowly on the portal.,Exam result portal running slow
330,base,group project ka coordination smooth raha,The coordination of the group project went smoothly.,group project ka coordination smooth raha
330,topic_fronting,coordination smooth raha group project ka,The coordination of the group project went smoothly.,group project ka coordination smooth raha
330,emphasis_shift,smooth raha group project ka coordination,The coordination of the group project went smoothly.,group project ka coordination smooth raha
331,base,room ka ceiling fan vibration kar raha,The ceiling fan in the room is vibrating.,The ceiling fan of the room is vibrating
331,topic_fronting,ceiling fan vibration kar raha room ka,The ceiling fan is causing vibrations in the room.,The ceiling fan of the room is vibrating
331,emphasis_shift,vibration kar raha room ka ceiling fan,The ceiling fan in the room is vibrating.,The ceiling fan of the room is vibrating
332,base,window ka latch properly lock nahi hua,The window latch did not lock properly.,window ka latch properly lock nahi hua
332,topic_fronting,latch properly lock nahi hua window ka,The window latch did not lock properly.,window ka latch properly lock nahi hua
332,emphasis_shift,lock nahi hua window ka latch properly,The window latch was not locked properly.,window ka latch properly lock nahi hua
333,base,kitchen ka gas knob tight ho gaya,The kitchen gas knob has become stuck.,gaya gas on gas
333,topic_fronting,gas knob tight ho gaya kitchen ka,The gas knob has become tight in the kitchen.,gaya gas on gas
333,emphasis_shift,tight ho gaya kitchen ka gas knob,The kitchen gas knob has become stuck.,gaya gas on gas
334,base,drawer ka handle loose lag raha,The drawer's handle is loose.,drawer with handle loose lag kick
334,topic_fronting,handle loose lag raha drawer ka,The drawer handle is loose.,drawer with handle loose lag kick
334,emphasis_shift,loose lag raha drawer ka handle,The drawer handle is loose.,drawer with handle loose lag kick
335,base,bathroom ka mirror fog easily pakad raha,The bathroom mirror fogs up easily.,bathroom mirror fogging up
335,topic_fronting,mirror fog easily pakad raha bathroom ka,The mirror is fogging up easily in the bathroom.,bathroom mirror fogging up
335,emphasis_shift,easily pakad raha bathroom ka mirror fog,The bathroom mirror is fogging up easily.,bathroom mirror fogging up
336,base,home ka power backup unreliable lag raha,The power backup at home is unreliable.,home with power backup unreliable lag kick
336,topic_fronting,power backup unreliable lag raha home ka,The power backup is not working properly at home.,home with power backup unreliable lag kick
336,emphasis_shift,unreliable lag raha home ka power backup,The home's power backup system is not working reliably.,home with power backup unreliable lag kick
337,base,balcony ka railing paint chip ho raha,The balcony's railing is starting to chip paint.,balcony railing paint chipping
337,topic_fronting,railing paint chip ho raha balcony ka,The railing paint is chipping off the balcony.,balcony railing paint chipping
337,emphasis_shift,chip ho raha balcony ka railing paint,The railing of the balcony is getting chipped.,balcony railing paint chipping
338,base,wardrobe ka drawer smooth slide nahi karta,The drawer of my wardrobe does not slide smoothly.,Wardrobe drawer does not slide smoothly
338,topic_fronting,drawer smooth slide nahi karta wardrobe ka,The drawer of the wardrobe does not slide smoothly.,Wardrobe drawer does not slide smoothly
338,emphasis_shift,smooth slide nahi karta wardrobe ka drawer,The wardrobe's drawer doesn't slide smoothly.,Wardrobe drawer does not slide smoothly
339,base,door ka hinge squeak sound kar raha,The door's hinge is making a squeaking sound.,door ka hinge squeak sound kar raha
339,topic_fronting,hinge squeak sound kar raha door ka,The door's hinge is making a squeaking sound.,door ka hinge squeak sound kar raha
339,emphasis_shift,squeak sound kar raha door ka hinge,The door's hinge is squeaking.,door ka hinge squeak sound kar raha
340,base,room ka ventilation proper nahi lag raha,The room's ventilation is not working properly.,Room ventilation does not seem proper
340,topic_fronting,ventilation proper nahi lag raha room ka,The ventilation in the room is not working properly.,Room ventilation does not seem proper
340,emphasis_shift,proper nahi lag raha room ka ventilation,The room's ventilation is not proper.,Room ventilation does not seem proper
341,base,app ka loading time peak hours me badhta,The app's loading time increases during peak hours.,App loading time increases at peak hours
341,topic_fronting,loading time peak hours me badhta app ka,The app's loading time is bad during peak hours.,App loading time increases at peak hours
341,emphasis_shift,peak hours me badhta app ka loading time,"During peak hours, the app's loading time is slow.",App loading time increases at peak hours
342,base,phone ka camera focus slow ho raha,The phone's camera is focusing slowly.,phone with camera focus slow to kick
342,topic_fronting,camera focus slow ho raha phone ka,The camera focus is slowing down on the phone.,phone with camera focus slow to kick
342,emphasis_shift,slow ho raha phone ka camera focus,The phone's camera is taking a long time to focus.,phone with camera focus slow to kick
343,base,software ka update background me install hua,The software update was installed in the background.,software ka update background me install hua
343,topic_fronting,update background me install hua software ka,The background has been updated with the installation of the software.,software ka update background me install hua
343,emphasis_shift,install hua software ka update background me,The software has been installed with its update running in the background.,software ka update background me install hua
344,base,browser ka cache clear karna padega,The browser's cache needs to be cleared.,You will have to clear your browser's cache.
344,topic_fronting,cache clear karna padega browser ka,The browser's cache needs to be cleared.,You will have to clear your browser's cache.
344,emphasis_shift,clear karna padega browser ka cache,The browser's cache needs to be cleared.,You will have to clear your browser's cache.
345,base,file ka rename option greyed out hai,The rename option is greyed out in the file.,file ka rename option greyed out hai
345,topic_fronting,rename option greyed out hai file ka,"The ""Rename"" option is greyed out because of the file.",file ka rename option greyed out hai
345,emphasis_shift,greyed out hai file ka rename option,The rename option for the file is greyed out.,file ka rename option greyed out hai
346,base,app ka notification sound muted lag raha,The app's notification sound is muted.,app ka notification sound muted lag raha
346,topic_fronting,notification sound muted lag raha app ka,The app's notification sound is muted and lagging.,app ka notification sound muted lag raha
346,emphasis_shift,muted lag raha app ka notification sound,Your app's notification sound is muted.,app ka notification sound muted lag raha
347,base,system ka restart issue solve kar deta,The system restart issue is resolved.,Restarting the system will resolve the issue.
347,topic_fronting,restart issue solve kar deta system ka,The system restarts and solves the issue.,Restarting the system will resolve the issue.
347,emphasis_shift,solve kar deta system ka restart issue,The system's restart issue is resolved.,Restarting the system will resolve the issue.
348,base,email ka spam filter aggressive lag raha,The email's spam filter is being overly aggressive.,email ka spam filter aggressive lag raha
348,topic_fronting,spam filter aggressive lag raha email ka,The email's spam filter is causing a significant delay.,email ka spam filter aggressive lag raha
348,emphasis_shift,aggressive lag raha email ka spam filter,The email is being aggressively filtered by the spam filter.,email ka spam filter aggressive lag raha
349,base,device ka firmware update pending hai,The device's firmware update is pending.,device ka firmware update pending hai
349,topic_fronting,firmware update pending hai device ka,A firmware update is pending for the device.,device ka firmware update pending hai
349,emphasis_shift,pending hai device ka firmware update,The device's firmware update is pending.,device ka firmware update pending hai
350,base,cloud sync ka conflict resolve nahi hua,The conflict in cloud sync has not been resolved.,cloud sync ka conflict resolve nahi hua
350,topic_fronting,sync ka conflict resolve nahi hua cloud,The sync conflict has not been resolved in the cloud.,cloud sync ka conflict resolve nahi hua
350,emphasis_shift,resolve nahi hua cloud sync ka conflict,The conflict with cloud sync has not been resolved.,cloud sync ka conflict resolve nahi hua
351,base,medicine ka dosage timing adjust karna hoga,The dosage timing of the medicine will have to be adjusted.,Dosage timing of medicine will have to be adjusted
351,topic_fronting,dosage timing adjust karna hoga medicine ka,The dosage timing will have to be adjusted for the medicine.,Dosage timing of medicine will have to be adjusted
351,emphasis_shift,adjust karna hoga medicine ka dosage timing,The dosage timing of the medicine will have to be adjusted.,Dosage timing of medicine will have to be adjusted
352,base,clinic ka appointment slot reschedule hua,The appointment slot at the clinic has been rescheduled.,clinic ka appointment slot reschedule hua
352,topic_fronting,appointment slot reschedule hua clinic ka,The appointment slot has been rescheduled at the clinic.,clinic ka appointment slot reschedule hua
352,emphasis_shift,reschedule hua clinic ka appointment slot,The clinic appointment has been rescheduled.,clinic ka appointment slot reschedule hua
353,base,test ka sample label missing nikla,The test sample label is missing.,Test sample label found missing
353,topic_fronting,sample label missing nikla test ka,"The sample label is missing, so the test result is invalid.",Test sample label found missing
353,emphasis_shift,missing nikla test ka sample label,The test sample is missing.,Test sample label found missing
354,base,report ka interpretation thoda confusing laga,The report's interpretation seems a bit confusing.,report interview with theola.
354,topic_fronting,interpretation thoda confusing laga report ka,The interpretation is a bit confusing for the report.,report interview with theola.
354,emphasis_shift,confusing laga report ka interpretation thoda,It's a bit confusing to interpret the report.,report interview with theola.
355,base,medicine ka side effect mild lag raha,The medicine is having a mild side effect.,The side effects of the medicine seem mild.
355,topic_fronting,side effect mild lag raha medicine ka,The medicine has a mild side effect.,The side effects of the medicine seem mild.
355,emphasis_shift,mild lag raha medicine ka side effect,"I'm experiencing a mild lag, which is a side effect of the medicine.",The side effects of the medicine seem mild.
356,base,doctor ka explanation easy samajh aaya,The doctor's explanation was easy to understand.,Doctor's explanation was easy to understand
356,topic_fronting,explanation easy samajh aaya doctor ka,The doctor explained it in a way that was easy to understand.,Doctor's explanation was easy to understand
356,emphasis_shift,easy samajh aaya doctor ka explanation,I understood the doctor's explanation easily.,Doctor's explanation was easy to understand
357,base,health app ka step count inaccurate lag raha,The health app's step count is inaccurate.,health app ka step count inaccurate lag raha
357,topic_fronting,step count inaccurate lag raha health app ka,The step count is inaccurate in the health app.,health app ka step count inaccurate lag raha
357,emphasis_shift,inaccurate lag raha health app ka step count,The health app is showing an inaccurate step count.,health app ka step count inaccurate lag raha
358,base,exercise ka warm up skip nahi karna,Not skipping the warm-up exercise.,Do not skip the warm up of the exercise.
358,topic_fronting,warm up skip nahi karna exercise ka,Warm up is a must before doing any exercise.,Do not skip the warm up of the exercise.
358,emphasis_shift,skip nahi karna exercise ka warm up,Not skipping the exercise is its warm up.,Do not skip the warm up of the exercise.
359,base,diet ka protein intake insufficient lag raha,Protein intake in the diet is insufficient.,Protein intake of diet seems insufficient
359,topic_fronting,protein intake insufficient lag raha diet ka,Protein intake is insufficient in this diet.,Protein intake of diet seems insufficient
359,emphasis_shift,insufficient lag raha diet ka protein intake,There is an insufficient amount of protein in the diet.,Protein intake of diet seems insufficient
360,base,sleep ka schedule recently disturb ho gaya,My sleep schedule has been disturbed recently.,sleep ka schedule recently disturb ho gaya
360,topic_fronting,schedule recently disturb ho gaya sleep ka,My sleep schedule has been disturbed recently.,sleep ka schedule recently disturb ho gaya
360,emphasis_shift,disturb ho gaya sleep ka schedule recently,My sleep schedule has been disrupted recently.,sleep ka schedule recently disturb ho gaya
361,base,work ka daily standup thoda late start hua,The daily work standup started a bit late.,Work's daily routine started a little late
361,topic_fronting,daily standup thoda late start hua work ka,The daily standup meeting started a bit late and work began.,Work's daily routine started a little late
361,emphasis_shift,late start hua work ka daily standup thoda,I had a late start and our daily work standup was a bit delayed.,Work's daily routine started a little late
362,base,task ka dependency clear mention nahi tha,The task's dependency was not clearly mentioned.,Task dependency was not clearly mentioned
362,topic_fronting,dependency clear mention nahi tha task ka,The task's dependency was not clearly mentioned.,Task dependency was not clearly mentioned
362,emphasis_shift,clear mention nahi tha task ka dependency,There was no clear mention of the task's dependency.,Task dependency was not clearly mentioned
363,base,meeting ka action item tracker update hua,The action item tracker for the meeting has been updated.,meeting ka action item tracker update hua
363,topic_fronting,action item tracker update hua meeting ka,Action item tracker has been updated after the meeting.,meeting ka action item tracker update hua
363,emphasis_shift,update hua meeting ka action item tracker,The meeting's action item tracker has been updated.,meeting ka action item tracker update hua
364,base,project ka scope creep gradually badh raha,The project's scope is gradually creeping out of control.,scope a gradually and project
364,topic_fronting,scope creep gradually badh raha project ka,The scope of the project is gradually getting out of control.,scope a gradually and project
364,emphasis_shift,gradually badh raha project ka scope creep,The project scope is gradually increasing.,scope a gradually and project
365,base,deadline ka extension formally approve hua,The deadline was formally extended.,deadline ka extension formally approve hua
365,topic_fronting,extension formally approve hua deadline ka,The deadline has been formally extended.,deadline ka extension formally approve hua
365,emphasis_shift,formally approve hua deadline ka extension,The formal approval has been given for the deadline's extension.,deadline ka extension formally approve hua
366,base,presentation ka rehearsal confidence build karta,The rehearsal of the presentation helps build confidence.,presentation ka rehearsal confidence build karta
